Game Name,Release Date,Price,Categories,User Tags,Developer,Publisher,Review Level,Review Detail
Gas Station Simulator - Car Junkyard DLC,19-Sep-24,$16.99 ,"Indie, Simulation","Simulation, Indie, Economy, Building, Singleplayer, Multiplayer, Base Building, Realistic, First-Person, Relaxing, Management, Open World, Crafting, Casual, Funny, Design & Illustration, Family Friendly, Memes, Destruction, Choices Matter, +, ",DRAGO entertainment,DRAGO entertainment,Mostly Positive,- 71% of the 49 user reviews for this game are positive.
Haven,3-Dec-20,$24.99 ,"Adventure, Indie, RPG","Romance, Action-Adventure, RPG, Story Rich, LGBTQ+, Local Co-Op, Cyberpunk, Exploration, Sci-fi, Singleplayer, Third Person, Sexual Content, Atmospheric, JRPG, Interactive Fiction, 3D, Multiple Endings, Comedy, Choices Matter, Open World, +, ",The Game Bakers,The Game Bakers,Very Positive,"- 90% of the 4,121 user reviews for this game are positive."
Ancient Dungeon,3-Nov-21,$19.99 ,"Action, Adventure, Indie, RPG, Early Access","VR, Adventure, Dungeon Crawler, Roguelike, Action, Indie, RPG, Roguelite, Voxel, Early Access, Singleplayer, Replay Value, Procedural Generation, Perma Death, Loot, Magic, Multiplayer, Gore, Pixel Graphics, Co-op, +, ",Eric Thullen,Eric Thullen,Overwhelmingly Positive,"- 95% of the 1,206 user reviews for this game are positive."
Borderlands 2 VR,22-Oct-19,$49.99 ,"Action, RPG","RPG, Action, VR, Gore, Violent, Sexual Content, FPS, Singleplayer, Co-op, Loot, Sci-fi, +, ",Gearbox Software,2K,Mixed,- 63% of the 901 user reviews for this game are positive.
Monomyth,3-Oct-24,$19.99 ,"Action, Adventure, Indie, RPG, Early Access","Early Access, Dungeon Crawler, Immersive Sim, Action RPG, Old School, First-Person, Open World, Nonlinear, Indie, RPG, Character Customization, Action, Post-apocalyptic, Choices Matter, Dark Fantasy, Adventure, Singleplayer, Atmospheric, Replay Value, Fantasy, +, ",Rat Tower,Rat Tower,Very Positive,- 92% of the 332 user reviews for this game are positive.
Getting Over It with Bennett Foddy,6-Dec-17,$7.99 ,Action,"Psychological Horror, Difficult, Singleplayer, Physics, Philosophical, Horror, Funny, Platformer, Indie, Survival Horror, Casual, Dark Humor, Replay Value, Adventure, Action, Comedy, Story Rich, Strategy, Great Soundtrack, Third Person, +, ",Bennett Foddy,Bennett Foddy,Very Positive,"- 82% of the 66,986 user reviews for this game are positive."
Minami Lane,28-Feb-24,$4.99 ,"Casual, Indie, Simulation, Strategy","Cute, Casual, Life Sim, Relaxing, Colorful, Management, Simulation, Indie, Cozy, Strategy, City Builder, Resource Management, Isometric, Stylized, Hand-drawn, Singleplayer, Cats, Building, Hidden Object, 2D, +, ",Doot,Doot,Overwhelmingly Positive,"- 97% of the 3,690 user reviews for this game are positive."
Just Shapes & Beats,31-May-18,$19.99 ,"Action, Indie","Rhythm, Great Soundtrack, Music, Bullet Hell, Difficult, Multiplayer, 2D, Indie, Action, Co-op, Singleplayer, Local Multiplayer, Online Co-Op, Local Co-Op, Fast-Paced, 4 Player Local, Story Rich, Colorful, Funny, Strategy, +, ",Berzerk Studio,Berzerk Studio,Overwhelmingly Positive,"- 97% of the 18,852 user reviews for this game are positive."
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,23-Jun-20,$29.99 ,"Action, Adventure, Casual","Adventure, 3D Platformer, Cult Classic, Remake, Multiplayer, Action, Family Friendly, Cartoon, Casual, Funny, Classic, Underwater, Great Soundtrack, Singleplayer, Co-op, Colorful, Comedy, Open World, Story Rich, Collectathon, +, ",Purple Lamp,THQ Nordic,Very Positive,"- 94% of the 12,870 user reviews for this game are positive."
Stellaris: Ancient Relics Story Pack,4-Jun-19,$9.99 ,"Simulation, Strategy","Strategy, Simulation, Space, Sci-fi, 4X, Story Rich, +, ",Paradox Development Studio,Paradox Interactive,Mostly Positive,- 75% of the 454 user reviews for this game are positive.
LEGO® Marvel™ Super Heroes,22-Oct-13,$19.99 ,"Action, Adventure","LEGO, Open World, Superhero, Local Co-Op, Adventure, Action, Family Friendly, Co-op, Comedy, Funny, Multiplayer, Singleplayer, Comic Book, Third Person, Split Screen, Local Multiplayer, Puzzle, Casual, Sandbox, Platformer, +, ",Traveller's Tales,Warner Bros. Interactive Entertainment,Very Positive,"- 94% of the 17,257 user reviews for this game are positive."
RollerCoaster Tycoon® Classic,28-Sep-17,$19.99 ,"Simulation, Strategy","Management, Simulation, Strategy, Classic, Singleplayer, Retro, Pixel Graphics, Sandbox, Isometric, Building, +, ",Origin8 Technologies Ltd.,Atari,Very Positive,"- 90% of the 2,000 user reviews for this game are positive."
GUILTY GEAR Xrd REV 2,14-Dec-16,$29.99 ,Action,"Fighting, Anime, 2D Fighter, Great Soundtrack, Action, Multiplayer, 2.5D, Local Multiplayer, Difficult, Arcade, Story Rich, Controller, Competitive, eSports, Singleplayer, Tutorial, 2D, Cute, Nudity, PvP, +, ",Arc System Works,Arc System Works,Very Positive,"- 94% of the 7,425 user reviews for this game are positive."
Coffee Talk,29-Jan-20,$12.99 ,"Adventure, Casual, Indie","Conversation, Pixel Graphics, Visual Novel, Atmospheric, Relaxing, Story Rich, Interactive Fiction, LGBTQ+, Casual, Choices Matter, Singleplayer, Multiple Endings, Simulation, Emotional, Anime, Fantasy, Indie, Philosophical, Experimental, Crafting, +, ",Toge Productions,Toge Productions,Overwhelmingly Positive,"- 95% of the 9,430 user reviews for this game are positive."
Kingdom Two Crowns: Call of Olympus,8-Oct-24,$79.92 ,"Adventure, Indie, Simulation, Strategy","Simulation, Adventure, Atmospheric, Co-op, Multiplayer, Strategy, Controller, Tower Defense, Local Co-Op, Minimalist, Medieval, Side Scroller, Online Co-Op, Base Building, 2D, Sandbox, City Builder, RPG, Survival, Colony Sim, +, ",Fury Studios,Raw Fury,Mixed,- 62% of the 574 user reviews for this game are positive.
Wylde Flowers,20-Sep-22,$24.99 ,"Adventure, Simulation","Cozy, Simulation, Farming Sim, Life Sim, Narrative, LGBTQ+, Female Protagonist, Magic, Story Rich, Dating Sim, Singleplayer, Cute, Relaxing, 3D, Adventure, Romance, Crafting, Emotional, Supernatural, Fantasy, +, ",Studio Drydock Pty Ltd,Studio Drydock Pty Ltd,Overwhelmingly Positive,"- 96% of the 1,677 user reviews for this game are positive."
Cities: Skylines - Industries,23-Oct-18,$14.99 ,"Simulation, Strategy","Simulation, Strategy, City Builder, Singleplayer, Management, Economy, +, ",Colossal Order Ltd.,Paradox Interactive,Mostly Positive,- 73% of the 740 user reviews for this game are positive.
Monster Prom,27-Apr-18,$11.99 ,"Indie, Simulation","Dating Sim, Comedy, LGBTQ+, Multiplayer, Choices Matter, Visual Novel, Funny, Indie, Simulation, Sexual Content, Local Multiplayer, Fantasy, Demons, Story Rich, Vampire, Online Co-Op, Nudity, Zombies, Great Soundtrack, Life Sim, +, ",Beautiful Glitch,Xelu,Very Positive,"- 93% of the 11,618 user reviews for this game are positive."
Duck Game,4-Jun-15,$12.99 ,"Action, Indie","Multiplayer, Funny, Local Multiplayer, Pixel Graphics, Action, 2D, 4 Player Local, Platformer, Indie, Fast-Paced, Shooter, Comedy, Competitive, Retro, Local Co-Op, Great Soundtrack, Co-op, Memes, Casual, 1980s, +, ",Landon Podbielski,CORPTRON GAMES CORP.,Overwhelmingly Positive,"- 97% of the 24,568 user reviews for this game are positive."
Arma 3 Creator DLC: Reaction Forces,26-Mar-24,$7.99 ,"Action, Simulation, Strategy","Military, Action, Multiplayer, Simulation, Shooter, Realistic, First-Person, Open World, Tactical, FPS, War, Co-op, Strategy, Sandbox, Singleplayer, Moddable, Combat, Online Co-Op, Team-Based, Third-Person Shooter, +, ",Rotators Collective,Bohemia Interactive,Mostly Positive,- 71% of the 340 user reviews for this game are positive.
Scorn,14-Oct-22,$39.99 ,"Action, Adventure, Indie","Gore, Horror, Atmospheric, Puzzle, Sexual Content, First-Person, Dark, Nudity, Adventure, Psychological Horror, Violent, Lovecraftian, Walking Simulator, Singleplayer, Sci-fi, Surreal, Indie, Survival Horror, Action, FPS, +, ",Ebb Software,Kepler Interactive,Mostly Positive,"- 77% of the 10,307 user reviews for this game are positive."
Stoneshard,6-Feb-20,$24.99 ,"Adventure, Indie, RPG, Strategy, Early Access","RPG, Roguelike, Strategy, Survival, Procedural Generation, Open World Survival Craft, Turn-Based, Pixel Graphics, 2D, Singleplayer, Dungeon Crawler, Turn-Based Combat, Dark Fantasy, Indie, Difficult, Replay Value, Medieval, Sandbox, Early Access, Tabletop, +, ",Ink Stains Games,HypeTrain Digital,Mostly Positive,"- 73% of the 25,586 user reviews for this game are positive."
The Long Dark: Tales from the Far Territory,5-Dec-22,$19.99 ,"Adventure, Indie, Simulation, Strategy","Adventure, Indie, Simulation, Strategy, Survival, Atmospheric, +, ",Hinterland Studio Inc.,Hinterland Studio Inc.,Mixed,"- 68% of the 1,385 user reviews for this game are positive."
Life is Strange 2,26-Sep-18,$31.96 ,Adventure,"Choices Matter, Story Rich, Adventure, Singleplayer, Great Soundtrack, Atmospheric, Episodic, Drama, Sexual Content, Choose Your Own Adventure, LGBTQ+, Point & Click, Third Person, Walking Simulator, Mystery, Nudity, Puzzle, Comedy, Funny, Classic, +, ",DONTNOD Entertainment,Square Enix,Very Positive,"- 86% of the 34,017 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score."
Expansion - Europa Universalis IV: Leviathan,27-Apr-21,$19.99 ,"Simulation, Strategy","Alternate History, Grand Strategy, RTS, Education, Historical, Sandbox, Diplomacy, Economy, Political, Management, Moddable, Nonlinear, Resource Management, Singleplayer, Multiplayer, Open World, Co-op, Real-Time with Pause, Replay Value, Early Access, +, ",Paradox Tinto,Paradox Interactive,Overwhelmingly Negative,"- 11% of the 4,666 user reviews for this game are positive."
Poly Bridge 3,30-May-23,$19.99 ,Simulation,"Simulation, Puzzle, 3D, Building, Cartoon, Colorful, Physics, Level Editor, Stylized, Crafting, Singleplayer, Funny, Moddable, Sandbox, +, ",Dry Cactus,Dry Cactus,Overwhelmingly Positive,"- 96% of the 1,325 user reviews for this game are positive."
Cattails: Wildwood Story,20-Oct-23,$19.99 ,"Indie, RPG, Simulation","Life Sim, Cats, Farming Sim, Wholesome, RPG, Simulation, Pixel Graphics, Colony Sim, Character Customization, Romance, Cute, Colorful, Building, Nature, Mining, City Builder, Base Building, Relaxing, Immersive Sim, Cozy, +, ",Falcon Development,Falcon Development,Overwhelmingly Positive,"- 98% of the 1,011 user reviews for this game are positive."
Battlefield 1 ™ Shortcut Kit: Ultimate Bundle,17-Oct-16,$39.99 ,Action,"Action, Violent, World War I, +, ",DICE,Electronic Arts,Mixed,- 47% of the 95 user reviews for this game are positive.
FTL: Faster Than Light,14-Sep-12,$9.99 ,"Indie, Simulation, Strategy","Roguelike, Space, Strategy, Sci-fi, Indie, Singleplayer, Perma Death, Difficult, Replay Value, Real-Time with Pause, Procedural Generation, Tactical, Space Sim, Top-Down, 2D, Roguelite, Simulation, Survival, Choose Your Own Adventure, Adventure, +, ",Subset Games,Subset Games,Overwhelmingly Positive,"- 95% of the 57,792 user reviews for this game are positive."
UnderRail,18-Dec-15,$14.99 ,"Indie, RPG","RPG, Post-apocalyptic, Isometric, Turn-Based, CRPG, Turn-Based Combat, Indie, Singleplayer, Sci-fi, Open World, Atmospheric, Crafting, Old School, Cyberpunk, Difficult, Pixel Graphics, Adventure, Exploration, 2D, Sandbox, +, ",Stygian Software,Stygian Software,Very Positive,"- 87% of the 5,432 user reviews for this game are positive."
For The King,19-Apr-18,$19.99 ,"Adventure, Indie, RPG, Strategy","RPG, Online Co-Op, Strategy, Open World, Roguelike, Turn-Based, Multiplayer, Turn-Based Combat, Co-op, Adventure, Tabletop, Roguelite, Turn-Based Strategy, Party-Based RPG, Board Game, Local Co-Op, Indie, Fantasy, Hex Grid, Strategy RPG, +, ",IronOak Games,Curve Games,Very Positive,"- 87% of the 28,492 user reviews for this game are positive."
Crusader Kings III: Wards & Wardens,22-Aug-23,$158.92 ,"RPG, Simulation, Strategy","Strategy, RPG, Simulation, +, ",Paradox Development Studio,Paradox Interactive,Mixed,- 47% of the 474 user reviews for this game are positive.
War on the Sea,2-Feb-21,$39.99 ,"Simulation, Strategy","Strategy, Simulation, Naval, World War II, Naval Combat, Singleplayer, War, Indie, Wargame, Military, RTS, Realistic, Multiplayer, +, ",Killerfish Games,Killerfish Games,Mostly Positive,"- 77% of the 2,667 user reviews for this game are positive."
Planet Zoo: Tropical Pack,4-Apr-23,$9.99 ,"Casual, Simulation, Strategy","Simulation, Casual, Strategy, +, ",Frontier Developments,Frontier Developments,Very Positive,- 85% of the 69 user reviews for this game are positive.
Thymesia,18-Aug-22,$24.99 ,Action,"Souls-like, Difficult, Singleplayer, Dark Fantasy, Hack and Slash, Action RPG, Third Person, Atmospheric, Action, RPG, Dark, Fantasy, Gore, Gothic, Medieval, Horror, Combat, 3D, Post-apocalyptic, Fighting, +, ",OverBorder Studio,Team17,Very Positive,"- 84% of the 6,470 user reviews for this game are positive."
Call to Arms,27-Apr-18,$14.99 ,"Action, Indie, Simulation, Strategy","Strategy, Military, Action, RTS, Multiplayer, War, Shooter, Tactical, Simulation, First-Person, Real-Time, FPS, Singleplayer, Modern, Realistic, Co-op, Sandbox, Third Person, Indie, Early Access, +, ",Digitalmindsoft,Digitalmindsoft,Very Positive,"- 80% of the 15,994 user reviews for this game are positive."
Stellaris: Humanoids Species Pack,7-Dec-17,$9.99 ,"Simulation, Strategy","Strategy, Simulation, +, ",Paradox Development Studio,Paradox Interactive,Mixed,- 48% of the 498 user reviews for this game are positive.
American Truck Simulator - Forest Machinery,11-Jun-19,$4.99 ,"Indie, Simulation","Simulation, Indie, +, ",SCS Software,SCS Software,Very Positive,- 90% of the 296 user reviews for this game are positive.
theHunter: Call of the Wild™ - Hunter Power Pack,14-Mar-23,$3.99 ,"Adventure, Simulation, Sports","Sports, Adventure, Simulation, +, ",Expansive Worlds,Avalanche Studios,Mixed,- 68% of the 150 user reviews for this game are positive.
Car Manufacture,1-Aug-24,$19.99 ,"Indie, Simulation, Strategy, Early Access","Early Access, Automation, Automobile Sim, Building, Retro, Economy, Time Management, Sandbox, Management, Strategy, 3D, Funny, Relaxing, Historical, Simulation, Realistic, Family Friendly, Atmospheric, Old School, Resource Management, +, ",STEREO GAMES S.A.,PlayWay S.A.,Mostly Positive,- 77% of the 810 user reviews for this game are positive.
Tree of Savior (English Ver.),28-Mar-16,Free To Play,"Massively Multiplayer, RPG, Free To Play","MMORPG, Anime, RPG, Massively Multiplayer, Fantasy, Adventure, Multiplayer, Cute, Action, Open World, Isometric, Free to Play, Action RPG, Co-op, Hack and Slash, PvP, PvE, Memes, Exploration, CRPG, +, ","IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",Mixed,"- 64% of the 20,210 user reviews for this game are positive."
CLANNAD,28-Apr-04,$44.99 ,"Adventure, Casual","Visual Novel, Anime, Story Rich, Romance, Drama, Great Soundtrack, Multiple Endings, Dating Sim, Singleplayer, Classic, Choices Matter, Cute, Emotional, Atmospheric, Casual, Comedy, Adventure, Family Friendly, 2D, Psychological Horror, +, ",VisualArts/Key,Sekai Project,Overwhelmingly Positive,"- 98% of the 8,372 user reviews for this game are positive."
Hard Time III,9-Sep-24,$14.99 ,"Action, Adventure, Indie, RPG, Simulation","Crime, Survival, Open World, Dark Humor, 3D, Character Customization, Combat, Wrestling, Life Sim, Choices Matter, Action-Adventure, Third Person, Cartoony, Stealth, Investigation, Conversation, Simulation, Gun Customization, Crafting, Immersive Sim, +, ",MDickie,MDickie,Very Positive,- 86% of the 497 user reviews for this game are positive.
Gloomhaven - Jaws of the Lion,17-May-22,$17.99 ,"Adventure, RPG, Strategy","Strategy, RPG, Adventure, Board Game, +, ",Flaming Fowl Studios,Twin Sails Interactive,Mostly Positive,- 76% of the 51 user reviews for this game are positive.
The Tenants,25-Mar-21,$19.99 ,"Casual, Indie, Simulation","Management, Design & Illustration, City Builder, Life Sim, Building, God Game, Economy, Immersive Sim, Sandbox, Early Access, Replay Value, Time Management, Relaxing, Base Building, Casual, Simulation, Strategy, Singleplayer, Stylized, Indie, +, ",Ancient Forge,Frozen District,Very Positive,"- 81% of the 6,090 user reviews for this game are positive."
BOKURA,9-Aug-23,$5.49 ,"Action, Adventure, Casual, Indie","Online Co-Op, Adventure, Action, Pixel Graphics, Co-op, 2D, Multiplayer, Puzzle Platformer, Story Rich, Psychological Horror, Action-Adventure, Casual, Emotional, Cute, Drama, Indie, Atmospheric, Local Co-Op, Local Multiplayer, Early Access, +, ",ところにょり,Kodansha,Very Positive,"- 91% of the 6,538 user reviews for this game are positive."
YOU and ME and HER: A Love Story,25-May-20,$29.99 ,Adventure,"Visual Novel, Psychological Horror, Sexual Content, Anime, Adventure, Romance, Story Rich, Nudity, Horror, Hentai, Multiple Endings, Great Soundtrack, Dating Sim, Gore, Singleplayer, Choices Matter, Dark, Cute, Psychological, Mature, +, ",Nitroplus,JAST,Overwhelmingly Positive,"- 96% of the 3,723 user reviews for this game are positive."
"STAR WARS™ Battlefront (Classic, 2004)",21-Sep-04,$9.99 ,Action,"Action, Multiplayer, Classic, FPS, Sci-fi, Third-Person Shooter, Singleplayer, Shooter, Space, First-Person, Great Soundtrack, Third Person, Co-op, Controller, Moddable, War, +, ",Pandemic Studios,Lucasfilm,Overwhelmingly Positive,"- 96% of the 3,756 user reviews for this game are positive."
KINGDOM HEARTS HD 2.8 Final Chapter Prologue,13-Jun-24,$59.99 ,"Action, Adventure, RPG","Action, Adventure, RPG, Action RPG, JRPG, Singleplayer, 3D, Action-Adventure, Atmospheric, Character Action Game, Colorful, Emotional, Cute, Fantasy, Magic, Story Rich, Great Soundtrack, +, ",Square Enix,Square Enix,Very Positive,- 80% of the 261 user reviews for this game are positive.
Breathedge,25-Feb-21,$24.99 ,"Action, Adventure, Indie, Simulation","Open World Survival Craft, Space, Singleplayer, Survival, Sandbox, Indie, Base Building, Sci-fi, First-Person, Atmospheric, Adventure, Crafting, Open World, Exploration, Action, Early Access, Aliens, Simulation, Action-Adventure, Co-op, +, ",RedRuins Softworks,HypeTrain Digital,Very Positive,"- 83% of the 12,869 user reviews for this game are positive."
